,time,et_x,et_y,et_z,head_pos_x,head_pos_y,head_pos_z,class_disp
593,1578642356921004,0.15367126,-0.01660156,0.98797607,-0.07754,1.18492,0.37965,0
594,1578642356925015,0.15367126,-0.01660156,0.98797607,-0.07742,1.18501,0.37959,0
595,1578642356928995,0.15361023,-0.01651001,0.98799133,-0.07742,1.18501,0.37959,0
596,1578642356933003,0.15361023,-0.01651001,0.98799133,-0.07743,1.18501,0.37959,0
597,1578642356936993,0.15364075,-0.01727295,0.98796082,-0.07743,1.18502,0.37958,0
598,1578642356940979,0.15364075,-0.01727295,0.98796082,-0.07743,1.18502,0.37958,0
599,1578642356944998,0.1539917,-0.01722717,0.98791504,-0.07737999999999999,1.18501,0.3796,0
600,1578642356948980,0.1539917,-0.01722717,0.98791504,-0.07737999999999999,1.18501,0.3796,0
601,1578642356953988,0.15394592,-0.01651001,0.9879303,-0.07737999999999999,1.18501,0.37959,0
602,1578642356957984,0.15394592,-0.01651001,0.9879303,-0.07737999999999999,1.18501,0.37959,0
603,1578642356964964,0.15592957,-0.01806641,0.9875946,-0.07739,1.18501,0.37959,0
604,1578642356969014,0.15687561,-0.01795959,0.98744202,-0.07726,1.18511,0.37955,0
605,1578642356974971,0.15687561,-0.01795959,0.98744202,-0.07726,1.18511,0.37955,0
606,1578642356978983,0.15641785,-0.01823425,0.98751831,-0.07731,1.18509,0.37956,0
607,1578642356983971,0.15641785,-0.01823425,0.98751831,-0.07731,1.18509,0.37956,0
608,1578642356987977,0.15682983,-0.01794434,0.98745728,-0.07731,1.18509,0.37956,0
609,1578642356991969,0.15682983,-0.01794434,0.98745728,-0.07731,1.18509,0.37956,0
610,1578642356995973,0.1570282,-0.01844788,0.9874115,-0.07732,1.18508,0.37956,0
611,1578642356999958,0.1570282,-0.01844788,0.9874115,-0.07732,1.18508,0.37956,0
612,1578642357003974,0.15731812,-0.01849365,0.98736572,-0.07732,1.18508,0.37956,0
613,1578642357007958,0.15731812,-0.01849365,0.98736572,-0.0774,1.18503,0.37961,0
614,1578642357012970,0.1569519,-0.01675415,0.98745728,-0.0774,1.18503,0.37961,0
615,1578642357016955,0.1569519,-0.01675415,0.98745728,-0.0774,1.18503,0.37961,0
616,1578642357020959,0.15687561,-0.01664734,0.98747253,-0.0774,1.18503,0.37961,0
617,1578642357024963,0.15687561,-0.01664734,0.98747253,-0.07729,1.1851200000000002,0.3796,0
618,1578642357028962,0.1570282,-0.016326900000000002,0.98745728,-0.07729,1.1851200000000002,0.3796,0
619,1578642357033955,0.1570282,-0.016326900000000002,0.98745728,-0.07729,1.1851200000000002,0.3796,0
620,1578642357037963,0.15707397,-0.01835632,0.9874115,-0.07729,1.1851200000000002,0.3796,0
621,1578642357041952,0.15707397,-0.01835632,0.9874115,-0.07729,1.1851200000000002,0.37961,0
622,1578642357045939,0.15708923,-0.01835632,0.9874115,-0.07728,1.18517,0.37956,0
623,1578642357049953,0.15708923,-0.01835632,0.9874115,-0.07728,1.18517,0.37956,0
624,1578642357053942,0.15701294,-0.01795959,0.98742676,-0.07728,1.18517,0.37956,0
625,1578642357057958,0.15701294,-0.01795959,0.98742676,-0.07725,1.1852,0.37956,0
626,1578642357062948,0.15808105,-0.01852417,0.98724365,-0.07724,1.1852200000000002,0.37957,0
627,1578642357066948,0.15808105,-0.01852417,0.98724365,-0.07724,1.1852200000000002,0.37958,0
628,1578642357070962,0.15783691,-0.01901245,0.98727417,-0.07724,1.1852200000000002,0.37958,0
629,1578642357074934,0.15783691,-0.01901245,0.98727417,-0.07726,1.1852200000000002,0.37959,0
630,1578642357078943,0.1577301,-0.01885986,0.98728943,-0.07727,1.1852200000000002,0.37959,0
631,1578642357082928,0.1577301,-0.01885986,0.98728943,-0.07727,1.18521,0.3796,0
632,1578642357086937,0.15756226,-0.0189209,0.98731995,-0.07736,1.18516,0.3796,0
633,1578642357091928,0.15756226,-0.0189209,0.98731995,-0.07736,1.18516,0.37961,0
634,1578642357095952,0.15737915,-0.01841736,0.98735046,-0.07737000000000001,1.18516,0.37961,0
635,1578642357099935,0.15737915,-0.01841736,0.98735046,-0.07736,1.18515,0.3796,0
636,1578642357103942,0.15812683,-0.01789856,0.98724365,-0.07736,1.18515,0.3796,0
637,1578642357107967,0.15812683,-0.01789856,0.98724365,-0.07737000000000001,1.18515,0.37961,0
638,1578642357111956,0.15789795,-0.01808167,0.98728943,-0.07737999999999999,1.18514,0.37961,0
639,1578642357115925,0.15789795,-0.01808167,0.98728943,-0.07737999999999999,1.18514,0.37962,0
640,1578642357119935,0.15786743,-0.01803589,0.98728943,-0.07739,1.18514,0.37962,0
641,1578642357123938,0.15786743,-0.01803589,0.98728943,-0.07761,1.18503,0.37969,0
642,1578642357127937,0.15693665,-0.01795959,0.98744202,-0.07761,1.18503,0.37969,0
643,1578642357131946,0.15693665,-0.01795959,0.98744202,-0.07762000000000001,1.18503,0.37969,0
644,1578642357135950,0.15736389,-0.01799011,0.98736572,-0.07762000000000001,1.18503,0.37969,0
645,1578642357140919,0.15736389,-0.01799011,0.98736572,-0.07765,1.18502,0.37971,0
646,1578642357144954,0.15718079,-0.01907349,0.98738098,-0.0775,1.18513,0.37967,0
647,1578642357149941,0.15718079,-0.01907349,0.98738098,-0.07752,1.18513,0.37968,0
648,1578642357153933,0.15736389,-0.01893616,0.98735046,-0.07753,1.18513,0.37968,0
649,1578642357157926,0.15736389,-0.01893616,0.98735046,-0.07754,1.18513,0.37969,0
650,1578642357161926,0.15762329,-0.01911926,0.98730469,-0.07754,1.18513,0.37969,0
651,1578642357165923,0.15762329,-0.01911926,0.98730469,-0.07758,1.1851,0.37972,0
652,1578642357169921,0.15763855,-0.01898193,0.98730469,-0.07758999999999999,1.1851,0.37972,0
653,1578642357173911,0.15763855,-0.01898193,0.98730469,-0.0776,1.1851,0.37973,0
654,1578642357177913,0.15313721,-0.01338196,0.9881134,-0.07752,1.18519,0.3797,0
655,1578642357181914,0.15313721,-0.01338196,0.9881134,-0.07752,1.18519,0.3797,0
656,1578642357185916,0.1506958,-0.00387573,0.98857117,-0.07753,1.18519,0.3797,0
657,1578642357189912,0.1506958,-0.00387573,0.98857117,-0.07753,1.18519,0.3797,0
658,1578642357193931,0.14482117,0.01657104,0.98930359,-0.07756,1.18518,0.37971,0
659,1578642357197928,0.14482117,0.01657104,0.98930359,-0.07756,1.18518,0.37971,0
660,1578642357201906,0.14283752,0.01403809,0.98963928,-0.07757,1.18518,0.37972,0
661,1578642357205920,0.14283752,0.01403809,0.98963928,-0.07748,1.18526,0.37969,0
662,1578642357209887,0.14283752,0.01403809,0.98963928,-0.07748,1.18526,0.37969,0
663,1578642357213895,0.14283752,0.01553345,0.98960876,-0.07749,1.18526,0.37969,0
664,1578642357217899,0.14283752,0.01553345,0.98960876,-0.07758999999999999,1.1852,0.37973,0
665,1578642357221920,0.15124512,0.01470947,0.9883728,-0.07758999999999999,1.1852,0.37973,0
666,1578642357225891,0.15124512,0.01470947,0.9883728,-0.0776,1.18519,0.37973,0
667,1578642357229905,0.14599609,0.01626587,0.98913574,-0.0776,1.18519,0.37973,0
668,1578642357233877,0.14599609,0.01626587,0.98913574,-0.07762000000000001,1.18518,0.37974,0
669,1578642357237902,0.14541626,0.01612854,0.98922729,-0.07762999999999999,1.18517,0.37974,0
670,1578642357241904,0.14541626,0.01612854,0.98922729,-0.07762999999999999,1.18517,0.37974,0
671,1578642357245910,0.14518738,0.01446533,0.98928833,-0.07777,1.1851200000000002,0.37977,0
672,1578642357249893,0.14518738,0.01446533,0.98928833,-0.07778,1.18511,0.37977,0
673,1578642357253888,0.14454651,0.01515198,0.98936462,-0.07778,1.18511,0.37977,0
674,1578642357258934,0.14454651,0.01515198,0.98936462,-0.07779,1.1851200000000002,0.37976,0
675,1578642357262889,0.14431763,0.01565552,0.98939514,-0.07783,1.1851,0.37978,0
676,1578642357267895,0.14431763,0.01565552,0.98939514,-0.07785,1.18509,0.37978,0
677,1578642357271879,0.14639282,0.01670837,0.98907471,-0.07785,1.18509,0.37978,0
678,1578642357275869,0.14639282,0.01670837,0.98907471,-0.07786,1.18509,0.37978,0
679,1578642357279893,0.14768982,0.0177002,0.98886108,-0.07786,1.18509,0.37978,0
680,1578642357283877,0.14768982,0.0177002,0.98886108,-0.07808,1.18496,0.37983,0
681,1578642357288880,0.14749146,0.01586914,0.98892212,-0.07808999999999999,1.18496,0.37983,0
682,1578642357292894,0.14732361,0.01626587,0.98895264,-0.07808999999999999,1.18496,0.37983,0
683,1578642357296890,0.14732361,0.01626587,0.98895264,-0.07812000000000001,1.18495,0.37983,0
684,1578642357300872,0.14710999,0.01657104,0.9889679,-0.07812999999999999,1.18495,0.37983,0
685,1578642357304871,0.14710999,0.01657104,0.9889679,-0.07819,1.1849,0.37984,0
686,1578642357308864,0.14710999,0.01657104,0.9889679,-0.07822,1.18489,0.37984,0
687,1578642357312851,0.14689636,0.01686096,0.98899841,-0.07822,1.18489,0.37984,0
688,1578642357317873,0.14689636,0.01686096,0.98899841,-0.07823,1.18489,0.37984,0
689,1578642357321870,0.14642334,0.01693726,0.98907471,-0.07817,1.18492,0.37979,0
690,1578642357326860,0.1459198,0.01620483,0.989151,-0.07818,1.18492,0.37978,0
691,1578642357330867,0.1459198,0.01620483,0.989151,-0.07818,1.18492,0.37978,0
692,1578642357335865,0.14614868,0.0165863,0.98912048,-0.07821,1.18492,0.37977,0
693,1578642357339857,0.14614868,0.0165863,0.98912048,-0.07822,1.18491,0.37977,0
694,1578642357343866,0.1464386,0.01593018,0.98907471,-0.07822,1.18491,0.37977,0
695,1578642357347848,0.1464386,0.01593018,0.98907471,-0.07829,1.18492,0.37978,0
696,1578642357351865,0.14610291,0.01502991,0.989151,-0.07829,1.18492,0.37977,0
697,1578642357355877,0.14610291,0.01502991,0.989151,-0.0783,1.18492,0.37977,0
698,1578642357359863,0.14610291,0.01502991,0.989151,-0.07833,1.18491,0.37975,0
699,1578642357363854,0.14715576,0.01539612,0.98898315,-0.07833999999999999,1.18492,0.37976,0
700,1578642357367886,0.14715576,0.01539612,0.98898315,-0.07833999999999999,1.18492,0.37976,0
701,1578642357371844,0.14640808,0.01548767,0.98908997,-0.07837000000000001,1.18492,0.37974,0
702,1578642357375852,0.14640808,0.01548767,0.98908997,-0.07839,1.18492,0.37973,0
703,1578642357379870,0.14620972,0.015625,0.98912048,-0.07839,1.18492,0.37973,0
704,1578642357383845,0.14620972,0.015625,0.98912048,-0.07817,1.18504,0.37967,0
705,1578642357387869,0.14608765,0.01669312,0.98912048,-0.07818,1.18504,0.37966,0
706,1578642357391844,0.14608765,0.01669312,0.98912048,-0.07818,1.18504,0.37966,0
707,1578642357395854,0.14775085,0.01531982,0.9888916,-0.07821,1.18504,0.37964,0
708,1578642357399836,0.14775085,0.01531982,0.9888916,-0.07822,1.18504,0.37964,0
709,1578642357403845,0.14772034,0.01538086,0.98890686,-0.07822,1.18504,0.37964,0
710,1578642357407837,0.14772034,0.01538086,0.98890686,-0.0784,1.18495,0.37966,0
711,1578642357411840,0.1476593,0.01483154,0.98892212,-0.07841000000000001,1.18494,0.37965,0
712,1578642357415839,0.1476593,0.01483154,0.98892212,-0.07841000000000001,1.18494,0.37965,0
713,1578642357419834,0.14944458,0.01461792,0.98864746,-0.07844,1.18498,0.37963,0
714,1578642357424866,0.14944458,0.01461792,0.98864746,-0.07844,1.18498,0.37963,0
715,1578642357428854,0.15016174,0.01448059,0.98854065,-0.07846,1.18498,0.37963,0
716,1578642357433814,0.15016174,0.01448059,0.98854065,-0.07849,1.18497,0.37961,0
717,1578642357437835,0.15016174,0.01350403,0.98855591,-0.0785,1.18497,0.37961,0
718,1578642357442856,0.15005493,0.01304626,0.98858643,-0.0785,1.18497,0.37961,0
719,1578642357446831,0.15005493,0.01304626,0.98858643,-0.07857,1.18495,0.3796,0
720,1578642357450836,0.15026855,0.01237488,0.98855591,-0.07859,1.18494,0.37959,0
721,1578642357454837,0.15026855,0.01237488,0.98855591,-0.07859,1.18494,0.37959,0
722,1578642357458843,0.15026855,0.01237488,0.98855591,-0.07861,1.18494,0.37958,0
723,1578642357462827,0.15025329999999998,0.01179504,0.98857117,-0.0786,1.18495,0.37957,0
724,1578642357466841,0.15025329999999998,0.01179504,0.98857117,-0.0786,1.18495,0.37957,0
725,1578642357471805,0.15042114,0.01211548,0.98854065,-0.07862999999999999,1.18495,0.37956,0
726,1578642357475802,0.15042114,0.01211548,0.98854065,-0.07864,1.18495,0.37956,0
727,1578642357480821,0.15020752,0.0123291,0.98857117,-0.07875,1.18495,0.3796,0
728,1578642357484809,0.15020752,0.0123291,0.98857117,-0.07875,1.18495,0.3796,0
729,1578642357488817,0.15304565,0.01243591,0.98812866,-0.07877,1.18495,0.3796,0
730,1578642357492849,0.15304565,0.01243591,0.98812866,-0.0788,1.18496,0.37959,0
731,1578642357496837,0.1532135,0.01254272,0.98809814,-0.0788,1.18496,0.37959,0
732,1578642357500836,0.1532135,0.01254272,0.98809814,-0.0789,1.18492,0.37961,0
733,1578642357504804,0.15267944,0.01237488,0.9881897,-0.07893,1.1849299999999998,0.37959,0
734,1578642357509809,0.1519165,0.01220703,0.98831177,-0.07893,1.1849299999999998,0.37959,0
735,1578642357513830,0.1519165,0.01220703,0.98831177,-0.07894,1.1849299999999998,0.37959,0
736,1578642357517838,0.1519165,0.01220703,0.98831177,-0.07904,1.18488,0.37963,0
737,1578642357521811,0.15142822,0.01197815,0.98838806,-0.07905,1.18488,0.37963,0
738,1578642357525789,0.15083313,0.01199341,0.98847961,-0.07906,1.18489,0.37963,0
739,1578642357529798,0.15083313,0.01199341,0.98847961,-0.0791,1.18491,0.37963,0
740,1578642357533792,0.15083313,0.01199341,0.98847961,-0.0791,1.18491,0.37963,0
741,1578642357538788,0.15032959,0.01170349,0.98855591,-0.07911,1.18491,0.37963,0
742,1578642357542820,0.15032959,0.01170349,0.98855591,-0.07911,1.18492,0.37963,0
743,1578642357546809,0.14974976,0.01174927,0.98864746,-0.07916000000000001,1.18494,0.37961,0
744,1578642357550798,0.14974976,0.01174927,0.98864746,-0.07917,1.18494,0.37961,0
745,1578642357554798,0.14938354,0.0115509,0.9887085,-0.07918,1.18495,0.37961,0
746,1578642357558782,0.14938354,0.0115509,0.9887085,-0.07917,1.18496,0.37958,0
747,1578642357562793,0.14863586,0.01176453,0.98881531,-0.07917,1.18496,0.37958,0
748,1578642357566790,0.14863586,0.01176453,0.98881531,-0.07918,1.18496,0.37958,0
749,1578642357570791,0.14820862,0.01141357,0.98887634,-0.07921,1.18497,0.37957,0
750,1578642357574788,0.14820862,0.01141357,0.98887634,-0.07922,1.18498,0.37957,0
751,1578642357578786,0.14805603,0.01126099,0.98890686,-0.07922,1.18498,0.37957,0
752,1578642357582788,0.14805603,0.01126099,0.98890686,-0.07917,1.18502,0.37955,0
753,1578642357586786,0.14810181,0.01101685,0.98890686,-0.07918,1.18503,0.37954,0
754,1578642357590764,0.14810181,0.01101685,0.98890686,-0.07918,1.18503,0.37954,0
755,1578642357594790,0.14727783,0.00975037,0.98904419,-0.07921,1.18503,0.37953,0
756,1578642357598771,0.14727783,0.00975037,0.98904419,-0.07921,1.18503,0.37953,0
757,1578642357602778,0.14837646,0.01005554,0.98887634,-0.07897,1.18516,0.37948,0
758,1578642357606778,0.14837646,0.01005554,0.98887634,-0.07906,1.1851,0.37945,0
759,1578642357610758,0.14845276,0.01223755,0.98883057,-0.07906,1.1851,0.37944,0
760,1578642357614766,0.14845276,0.01223755,0.98883057,-0.07907,1.1851,0.37944,0
761,1578642357618776,0.14923096,0.01152039,0.98872375,-0.07907,1.1851,0.37944,0
762,1578642357622775,0.14923096,0.01152039,0.98872375,-0.07912000000000001,1.18506,0.37941,0
763,1578642357627771,0.14924622,0.0118866,0.98872375,-0.07912000000000001,1.18506,0.37941,0
764,1578642357631770,0.14924622,0.0118866,0.98872375,-0.07912999999999999,1.18506,0.37941,0
765,1578642357635768,0.14950562,0.01086426,0.98869324,-0.07915,1.18506,0.37938,0
766,1578642357639790,0.14950562,0.01086426,0.98869324,-0.07929,1.185,0.3794,0
767,1578642357643770,0.15159607,0.01089478,0.9883728,-0.07931,1.185,0.3794,0
768,1578642357647765,0.15159607,0.01089478,0.9883728,-0.07933,1.185,0.37938,0
769,1578642357651748,0.15199279999999998,0.01028442,0.98831177,-0.07934,1.185,0.37938,0
770,1578642357655746,0.15199279999999998,0.01028442,0.98831177,-0.07934,1.185,0.37937,0
771,1578642357659763,0.15199279999999998,0.00871277,0.98834229,-0.07942,1.18492,0.37937,0
772,1578642357663743,0.15199279999999998,0.00871277,0.98834229,-0.07943,1.18491,0.37937,0
773,1578642357667739,0.15200806,0.00871277,0.98832703,-0.07943,1.18492,0.37937,0
774,1578642357671749,0.15200806,0.00871277,0.98832703,-0.07946,1.18492,0.37934,0
775,1578642357675745,0.15214539,0.00857544,0.98831177,-0.07946,1.18492,0.37934,0
776,1578642357679736,0.15214539,0.00857544,0.98831177,-0.07947,1.18492,0.37933,0
777,1578642357683762,0.15214539,0.00857544,0.98831177,-0.07961,1.1848299999999998,0.37933,0
778,1578642357687741,0.1517334,0.00869751,0.9883728,-0.07961,1.1848299999999998,0.37933,0
779,1578642357691753,0.1517334,0.00869751,0.9883728,-0.07962000000000001,1.1848299999999998,0.37932,0
780,1578642357698746,0.15213013,0.00775146,0.98832703,-0.07954,1.18495,0.37929,0
781,1578642357702748,0.15240479,0.00785828,0.98828125,-0.07954,1.18495,0.37929,0
782,1578642357707751,0.15240479,0.00785828,0.98828125,-0.07955,1.18496,0.37928,0
783,1578642357711744,0.15228271,0.00715637,0.98829651,-0.07958,1.18497,0.37926,0
784,1578642357715742,0.15228271,0.00715637,0.98829651,-0.07958,1.18497,0.37926,0
785,1578642357719743,0.15229797,0.00666809,0.98831177,-0.07959,1.18497,0.37925,0
786,1578642357723730,0.15229797,0.00666809,0.98831177,-0.07991000000000001,1.18481,0.37934,0
787,1578642357727735,0.15242004,0.00657654,0.98828125,-0.07991000000000001,1.18481,0.37934,0
788,1578642357731734,0.15242004,0.00657654,0.98828125,-0.07992,1.18481,0.37934,0
789,1578642357735733,0.1522522,0.00531006,0.98831177,-0.07992,1.18481,0.37934,0
790,1578642357739717,0.1522522,0.00531006,0.98831177,-0.08015,1.18472,0.37937,0
791,1578642357744734,0.15158081,0.00531006,0.98841858,-0.08015,1.18472,0.37937,0
792,1578642357748732,0.15158081,0.00531006,0.98841858,-0.08017,1.18472,0.37937,0
793,1578642357752730,0.1522522,0.00497437,0.98832703,-0.0802,1.1847299999999998,0.37936,0
794,1578642357756737,0.1522522,0.00497437,0.98832703,-0.0802,1.1847299999999998,0.37936,0
795,1578642357760729,0.15237427,0.00466919,0.98829651,-0.0802,1.1847299999999998,0.37935,0
796,1578642357765722,0.15237427,0.00466919,0.98829651,-0.08023,1.1847299999999998,0.37935,0
797,1578642357769727,0.15234375,0.00483704,0.98831177,-0.08023999999999999,1.1847299999999998,0.37935,0
798,1578642357774728,0.15234375,0.00483704,0.98831177,-0.08023999999999999,1.1847299999999998,0.37935,0
799,1578642357778704,0.15232849,0.00483704,0.98831177,-0.08017,1.18478,0.37933,0
800,1578642357783702,0.15232849,0.00483704,0.98831177,-0.08014,1.18479,0.3793,0
801,1578642357787721,0.15164185,0.00479126,0.98841858,-0.08014,1.1848,0.3793,0
802,1578642357792717,0.15164185,0.00479126,0.98841858,-0.08017,1.1848,0.3793,0
803,1578642357796711,0.15344238,0.00375366,0.98814392,-0.08018,1.1848,0.3793,0
804,1578642357800699,0.15344238,0.00375366,0.98814392,-0.08018,1.1848,0.3793,0
805,1578642357804708,0.15338135,0.00210571,0.98815918,-0.08035,1.1847299999999998,0.37933,0
806,1578642357808715,0.15338135,0.00210571,0.98815918,-0.08036,1.1847299999999998,0.37933,0
807,1578642357812713,0.14967346,-0.00648499,0.9887085,-0.08036,1.1847299999999998,0.37933,0
